Class	PixelSum	Percentage %	Area [metre^2]
1.0	88791	69.0808514611	79911900.0
2.0	13019	10.1289951141	11717100.0
3.0	1509	1.17402670152	1358100.0
4.0	941	0.732113403666	846900.0
5.0	24174	18.8077677154	21756600.0
6.0	28	0.021784458345	25200.0
7.0	70	0.0544611458625	63000.0
