Class	PixelSum	Percentage %	Area [metre^2]
1.0	89827	69.8868764199	80844300.0
2.0	14288	11.1162978869	12859200.0
3.0	372	0.289422089441	334800.0
4.0	1906	1.4828992002	1715400.0
5.0	21774	16.9405284287	19596600.0
6.0	136	0.105810226247	122400.0
7.0	229	0.178165748607	206100.0
